Bat,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Ebola
17255,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17256,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17257,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
17258,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17259,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17260,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17261,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17262,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17263,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17264,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17265,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17266,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17267,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17268,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17269,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17270,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17271,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17272,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
17273,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17274,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17275,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17276,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17277,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17278,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17279,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17280,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17283,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17284,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17285,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17286,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17287,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17289,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17290,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17291,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17292,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17293,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17294,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17295,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17296,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17297,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17298,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
17299,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17300,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17301,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17302,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17303,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17304,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17305,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17306,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17307,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17308,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17309,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17310,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17311,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17312,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17313,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17314,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17315,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17316,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17317,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17318,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17319,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17320,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17321,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17322,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17323,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17324,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17325,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17326,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17327,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17328,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17331,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17332,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17333,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17334,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17336,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17337,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17338,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17339,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17340,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17341,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17342,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17343,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
17344,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17346,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17347,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17348,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17349,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17350,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17351,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17353,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17354,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17356,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17357,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17358,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17359,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17360,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17361,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17362,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17363,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17364,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17365,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17366,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17367,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17368,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17369,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17370,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17373,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17374,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17375,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17376,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17377,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17378,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17379,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17380,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17381,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17382,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17383,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17384,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17385,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17386,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17387,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17388,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17390,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17391,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17393,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17394,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17395,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17396,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17397,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17398,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17399,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17400,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17401,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17402,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17403,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17404,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17405,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17406,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17407,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17408,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17409,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17410,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17411,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17412,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17413,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17414,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17415,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17416,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17417,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17418,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17419,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17420,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17421,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17422,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17423,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17424,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17425,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17427,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17428,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17429,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17430,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17431,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17432,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17433,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17434,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17435,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17436,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17437,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17438,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17439,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17440,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17441,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17443,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17444,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17445,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17446,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17447,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17449,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17450,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17451,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17452,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17453,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17455,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17456,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17457,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17458,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17459,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17461,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17462,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17463,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17464,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17465,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17466,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17467,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17468,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17469,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17470,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17471,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17472,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17473,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17474,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17475,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17476,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17477,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17478,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17479,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17480,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17481,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17482,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17483,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17484,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17485,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17486,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17487,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17488,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17489,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17490,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17491,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17492,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17493,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17494,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17495,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17497,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17498,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17499,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17501,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17502,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17503,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17504,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17505,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17506,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17507,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17508,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17509,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17510,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17511,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17512,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17513,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17514,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17515,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17516,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17517,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17518,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17519,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17520,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17521,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17522,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17523,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17524,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17525,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17526,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17527,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17528,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17529,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17530,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17531,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
17532,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17533,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17534,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17535,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17536,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17537,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17538,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17539,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17540,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17541,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17542,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17543,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17544,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17545,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17546,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17547,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17548,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17549,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17550,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17551,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17552,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17553,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17554,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17555,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17556,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17557,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17558,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17559,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17560,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17561,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17562,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17563,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17564,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17566,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17567,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17568,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17569,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17570,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17571,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17572,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17573,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17574,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17575,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17576,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17577,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17578,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17579,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17580,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17581,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17582,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17583,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
17584,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17585,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17586,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17587,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17588,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17589,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17590,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17591,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17592,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17593,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17594,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17595,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17596,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17597,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
17598,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17599,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17600,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17601,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17602,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17603,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17604,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17605,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17606,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17607,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17608,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17609,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17610,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17611,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17612,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17613,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17614,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17615,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17616,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17617,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17619,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
17620,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17621,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17622,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17623,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17624,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17625,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17626,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17627,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17628,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17629,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17630,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17631,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17632,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
17633,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17634,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17635,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17636,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17637,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17638,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17639,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17640,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17641,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17642,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17643,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17644,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17645,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17646,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17647,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17648,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
17649,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17650,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17651,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
17652,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17654,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17655,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17656,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17657,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17658,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
17659,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17660,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17661,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17662,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
17663,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17664,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17665,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17666,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17668,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
17669,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17670,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17671,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17672,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17673,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
17674,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17675,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17676,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17677,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
